# parent_GNDS	origin	kind	energy_eV	daughter_GNDS	yield	dY
# Fission product yields from the ENDF/B-VIII.0 neutron-induced (nfy)
# and spontaneous (sfy) fission-yield sublibraries. Each MF8/MT454
# (independent) and MF8/MT459 (cumulative) energy set contributes one
# row per (ZAFP, FPS) product: ZAFP = 1000*Z + A of the product, FPS its
# isomeric state (GNDS _m{FPS} suffix, same convention as the
# decay-branch RFS mapping), Y the yield fraction, dY its uncertainty.
# Every tape row is kept verbatim, including zero-yield products: in
# this sublibrary dY = 0 is the no-uncertainty sentinel and occurs
# exactly on the zero-yield rows, so consumers needing an uncertainty
# should read 0 as not evaluated (never a zero-width distribution).
# Vintage: per the tapes' README.txt both sublibraries are unchanged
# carries of ENDF/B-VII.1 (CHANGELOG: no changes since ENDF/B-VII.1),
# i.e. the England et al. ENDF-349 evaluations (EVAL-JUL89) except
# Pu-239 (Chadwick-Kawano, EVAL-NOV11). The Mattera-Sonzogni
# correction to the ENDF cumulative-yield inconsistencies is NOT
# applied: values are verbatim from the tapes as distributed.
# Basis note: this table and decay_branches.tsv/half_life.tsv use
# ENDF/B-VIII.0 sublibraries (the FY ones carry VII.1 evaluations).
# Redistributability: ENDF/B-VIII.0 is a US government work (NNDC/BNL),
# the same basis as the decay store (see decay_branches.tsv header).
# Screening-level only: use evaluated libraries for transport; not for
# safety calculations (no warranty).
# Source: https://www.nndc.bnl.gov/endf-b8.0/zips/ENDF-B-VIII.0_nfy.zip
# Source zip MD5 (as served): 96cd2ac9ea9eecbd8bf6ec0af069fca2
# Source: https://www.nndc.bnl.gov/endf-b8.0/zips/ENDF-B-VIII.0_sfy.zip
# Source zip MD5 (as served): f79ea0a091c87e6447f80bcc5d26aa3b
# Regenerate: python3 scripts/gen-nuclear-data.py --endf-nfpy <nfy dir> --endf-sfpy <sfy dir> --out <dir>.
Am241	n	cumulative	0.0253	Ag103	0.0	0.0
Am241	n	cumulative	0.0253	Ag105	0.0	0.0
Am241	n	cumulative	0.0253	Ag105_m1	0.0	0.0
Am241	n	cumulative	0.0253	Ag106	2.95001e-13	1.888e-13
Am241	n	cumulative	0.0253	Ag106_m1	6.87002e-13	4.39681e-13
Am241	n	cumulative	0.0253	Ag107	0.0527095	0.00843351
Am241	n	cumulative	0.0253	Ag107_m1	7.52002e-11	4.81281e-11
Am241	n	cumulative	0.0253	Ag108	2.52185e-09	1.61398e-09
Am241	n	cumulative	0.0253	Ag108_m1	2.32001e-09	1.4848e-09
Am241	n	cumulative	0.0253	Ag109	0.0249459	0.0159654
Am241	n	cumulative	0.0253	Ag109_m1	0.0249339	0.0159577
Am241	n	cumulative	0.0253	Ag110	4.06001e-07	2.59841e-07
Am241	n	cumulative	0.0253	Ag110_m1	9.18002e-07	5.87521e-07
Am241	n	cumulative	0.0253	Ag111	0.00948307	0.000568984
Am241	n	cumulative	0.0253	Ag111_m1	0.00943731	0.00150997
Am241	n	cumulative	0.0253	Ag112	0.00559858	0.000335915
Am241	n	cumulative	0.0253	Ag113	0.00176919	0.000194611
Am241	n	cumulative	0.0253	Ag113_m1	0.00019661	8.84747e-05
Am241	n	cumulative	0.0253	Ag114	0.00148919	0.000670137
Am241	n	cumulative	0.0253	Ag115	0.000373111	0.000119395
Am241	n	cumulative	0.0253	Ag115_m1	0.00013814	6.21631e-05
Am241	n	cumulative	0.0253	Ag116	0.00019891	8.95097e-05
Am241	n	cumulative	0.0253	Ag116_m1	0.00019891	8.95097e-05
Am241	n	cumulative	0.0253	Ag117	0.00015788	0.000101043
Am241	n	cumulative	0.0253	Ag117_m1	0.00015788	0.000101043
Am241	n	cumulative	0.0253	Ag118	0.000238311	0.00010724
